,support,itemsets,length,country
1164,0.2,"('mausoleum', 'port')",2,italy
1165,0.2,"('mausoleum', 'office')",2,italy
1166,0.2,"('exhibition', 'mausoleum')",2,italy
1167,0.2,"('hotel', 'mausoleum')",2,italy
1168,0.2,"('mausoleum', 'city')",2,italy
1169,0.2,"('shop', 'mausoleum')",2,italy
1170,0.2,"('town', 'mausoleum')",2,italy
1171,0.2,"('mausoleum', 'building')",2,italy
2185,0.2,"('mount', 'castle')",2,italy
2186,0.2,"('town', 'shore')",2,italy
2187,0.2,"('steep', 'wine')",2,italy
2188,0.2,"('steep', 'arcade')",2,italy
2189,0.2,"('architecture', 'steep')",2,italy
2190,0.2,"('steep', 'bank')",2,italy
2191,0.2,"('steep', 'city')",2,italy
2192,0.2,"('steep', 'building')",2,italy
2250,0.2,"('shop', 'restaurant')",2,italy
2251,0.2,"('restaurant', 'building')",2,italy
2252,0.2,"('dive', 'restaurant')",2,italy
2253,0.3,"('narrow', 'city')",2,italy
2254,0.2,"('narrow', 'restaurant')",2,italy
2255,0.2,"('narrow', 'building')",2,italy
2256,0.3,"('narrow', 'town')",2,italy
2257,0.2,"('narrow', 'shop')",2,italy
2266,0.2,"('resort', 'cliff')",2,italy
2267,0.2,"('resort', 'narrow')",2,italy
2269,0.2,"('resort', 'harbour')",2,italy
2270,0.2,"('cliff', 'harbour')",2,italy
2271,0.2,"('narrow', 'harbour')",2,italy
2276,0.2,"('narrow', 'park')",2,italy
2277,0.2,"('city', 'park')",2,italy
2278,0.2,"('restaurant', 'park')",2,italy
2279,0.2,"('park', 'building')",2,italy
2291,0.2,"('bear', 'house')",2,italy
2292,0.2,"('bear', 'narrow')",2,italy
2293,0.2,"('bear', 'city')",2,italy
2294,0.2,"('bear', 'shop')",2,italy
2295,0.2,"('bear', 'town')",2,italy
2322,0.2,"('bear', 'outlet')",2,italy
2323,0.2,"('outlet', 'house')",2,italy
2324,0.2,"('narrow', 'outlet')",2,italy
2325,0.2,"('city', 'outlet')",2,italy
2326,0.2,"('shop', 'outlet')",2,italy
2327,0.2,"('town', 'outlet')",2,italy
2385,0.2,"('shopping', 'outlet')",2,italy
2386,0.2,"('bear', 'shopping')",2,italy
2387,0.2,"('shopping', 'house')",2,italy
2388,0.2,"('narrow', 'shopping')",2,italy
2389,0.2,"('shopping', 'city')",2,italy
2390,0.2,"('shop', 'shopping')",2,italy
2391,0.2,"('shopping', 'town')",2,italy
2512,0.2,"('resort', 'mountain')",2,italy
2513,0.2,"('mountain', 'approach')",2,italy
2514,0.2,"('resort', 'approach')",2,italy
22,0.6,"('narrow', 'town')",2,mexico
23,0.6,"('bear', 'town')",2,mexico
24,0.6,"('narrow', 'building')",2,mexico
25,0.6,"('town', 'building')",2,mexico
26,0.5,"('bear', 'building')",2,mexico
28,0.5,"('ground', 'building')",2,mexico
29,0.5,"('bear', 'ground')",2,mexico
30,0.5,"('town', 'ground')",2,mexico
31,0.6,"('bear', 'show')",2,mexico
32,0.5,"('show', 'ground')",2,mexico
33,0.5,"('show', 'building')",2,mexico
34,0.5,"('town', 'show')",2,mexico
38,0.6,"('hill', 'building')",2,mexico
39,0.6,"('narrow', 'hill')",2,mexico
40,0.5,"('town', 'hill')",2,mexico
45,0.5,"('show', 'office')",2,mexico
46,0.5,"('building', 'office')",2,mexico
47,0.5,"('bear', 'office')",2,mexico
52,0.5,"('junction', 'building')",2,mexico
53,0.5,"('town', 'junction')",2,mexico
55,0.5,"('town', 'hotel')",2,mexico
56,0.5,"('plant', 'office')",2,mexico
57,0.5,"('show', 'plant')",2,mexico
58,0.5,"('plant', 'building')",2,mexico
59,0.5,"('bear', 'plant')",2,mexico
71,0.5,"('restaurant', 'plant')",2,mexico
72,0.5,"('restaurant', 'office')",2,mexico
73,0.5,"('show', 'restaurant')",2,mexico
74,0.5,"('restaurant', 'building')",2,mexico
75,0.5,"('bear', 'restaurant')",2,mexico
102,0.5,"('giant', 'building')",2,mexico
103,0.5,"('bear', 'forest')",2,mexico
104,0.5,"('town', 'forest')",2,mexico
106,0.5,"('fish', 'restaurant')",2,mexico
107,0.5,"('fish', 'plant')",2,mexico
108,0.5,"('fish', 'office')",2,mexico
109,0.5,"('fish', 'show')",2,mexico
110,0.5,"('fish', 'building')",2,mexico
111,0.5,"('bear', 'fish')",2,mexico
169,0.5,"('bear', 'draw')",2,mexico
170,0.5,"('town', 'draw')",2,mexico
172,0.5,"('town', 'climb')",2,mexico
173,0.5,"('river', 'building')",2,mexico
174,0.5,"('town', 'river')",2,mexico
176,0.5,"('shop', 'fish')",2,mexico
177,0.5,"('shop', 'restaurant')",2,mexico
178,0.5,"('shop', 'plant')",2,mexico
179,0.5,"('shop', 'office')",2,mexico
180,0.5,"('shop', 'show')",2,mexico
181,0.5,"('shop', 'building')",2,mexico
182,0.5,"('bear', 'shop')",2,mexico
303,0.5,"('architecture', 'building')",2,mexico
304,0.5,"('town', 'architecture')",2,mexico
306,0.5,"('mountain', 'building')",2,mexico
20,0.3,"('town', 'city')",2,usa
21,0.2,"('town', 'sea')",2,usa
22,0.2,"('narrow', 'city')",2,usa
23,0.2,"('sea', 'island')",2,usa
24,0.2,"('shop', 'island')",2,usa
25,0.2,"('shop', 'sea')",2,usa
27,0.2,"('bear', 'town')",2,usa
28,0.2,"('coast', 'sea')",2,usa
29,0.2,"('town', 'coast')",2,usa
31,0.2,"('bear', 'bison')",2,usa
32,0.2,"('town', 'bison')",2,usa
33,0.2,"('bison', 'elk')",2,usa
34,0.2,"('bear', 'elk')",2,usa
36,0.2,"('elk', 'geyser')",2,usa
37,0.2,"('bison', 'geyser')",2,usa
38,0.2,"('bear', 'geyser')",2,usa
43,0.2,"('town', 'birthplace')",2,usa
44,0.2,"('town', 'desert')",2,usa
45,0.2,"('lake', 'desert')",2,usa
46,0.2,"('town', 'lake')",2,usa
48,0.2,"('resort', 'lake')",2,usa
49,0.2,"('resort', 'desert')",2,usa
50,0.2,"('resort', 'town')",2,usa
55,0.2,"('town', 'beach')",2,usa
56,0.2,"('bison', 'forest')",2,usa
57,0.2,"('town', 'forest')",2,usa
59,0.2,"('wilderness', 'city')",2,usa
60,0.2,"('town', 'wilderness')",2,usa
62,0.2,"('valley', 'forest')",2,usa
63,0.2,"('narrow', 'river')",2,usa
30,0.3,"('town', 'lakeshore')",2,canada
31,0.2,"('lakeshore', 'forest')",2,canada
32,0.2,"('viewpoint', 'lakeshore')",2,canada
37,0.2,"('town', 'cliff')",2,canada
38,0.3,"('town', 'steep')",2,canada
39,0.2,"('steep', 'lakeshore')",2,canada
40,0.2,"('steep', 'forest')",2,canada
41,0.2,"('steep', 'viewpoint')",2,canada
53,0.2,"('cliff', 'tunnel')",2,canada
54,0.2,"('parkland', 'slope')",2,canada
55,0.2,"('town', 'viewpoint')",2,canada
56,0.4,"('viewpoint', 'forest')",2,canada
57,0.2,"('town', 'forest')",2,canada
59,0.2,"('zone', 'lakeshore')",2,canada
60,0.2,"('zone', 'forest')",2,canada
61,0.2,"('zone', 'viewpoint')",2,canada
62,0.2,"('town', 'zone')",2,canada
65,0.2,"('narrow', 'town')",2,canada
66,0.2,"('steep', 'ascent')",2,canada
67,0.2,"('lakeshore', 'ascent')",2,canada
68,0.2,"('forest', 'ascent')",2,canada
69,0.2,"('viewpoint', 'ascent')",2,canada
70,0.2,"('town', 'ascent')",2,canada
97,0.2,"('campgrounds', 'ascent')",2,canada
98,0.2,"('steep', 'campgrounds')",2,canada
99,0.2,"('lakeshore', 'campgrounds')",2,canada
100,0.2,"('forest', 'campgrounds')",2,canada
101,0.2,"('viewpoint', 'campgrounds')",2,canada
102,0.2,"('town', 'campgrounds')",2,canada
160,0.2,"('tract', 'forest')",2,canada
161,0.2,"('viewpoint', 'tract')",2,canada
163,0.2,"('campgrounds', 'climb')",2,canada
164,0.2,"('ascent', 'climb')",2,canada
165,0.2,"('steep', 'climb')",2,canada
166,0.2,"('lakeshore', 'climb')",2,canada
167,0.2,"('forest', 'climb')",2,canada
168,0.2,"('viewpoint', 'climb')",2,canada
169,0.2,"('town', 'climb')",2,canada
290,0.2,"('zone', 'grizzly')",2,canada
291,0.2,"('grizzly', 'forest')",2,canada
292,0.2,"('viewpoint', 'grizzly')",2,canada
297,0.2,"('hotel', 'climb')",2,canada
298,0.2,"('hotel', 'campgrounds')",2,canada
299,0.2,"('hotel', 'ascent')",2,canada
300,0.2,"('steep', 'hotel')",2,canada
301,0.2,"('hotel', 'lakeshore')",2,canada
302,0.2,"('hotel', 'forest')",2,canada
303,0.2,"('hotel', 'viewpoint')",2,canada
304,0.2,"('town', 'hotel')",2,canada
552,0.2,"('zone', 'waterfall')",2,canada
553,0.2,"('waterfall', 'lakeshore')",2,canada
554,0.2,"('town', 'waterfall')",2,canada
559,0.2,"('animal', 'grizzly')",2,canada
560,0.2,"('animal', 'zone')",2,canada
561,0.2,"('animal', 'forest')",2,canada
562,0.2,"('animal', 'viewpoint')",2,canada
574,0.2,"('rough', 'zone')",2,canada
575,0.2,"('rough', 'lakeshore')",2,canada
576,0.2,"('rough', 'town')",2,canada
577,0.2,"('rough', 'forest')",2,canada
578,0.2,"('rough', 'viewpoint')",2,canada
581,0.3,"('bear', 'rough')",2,canada
582,0.2,"('bear', 'zone')",2,canada
583,0.2,"('bear', 'lakeshore')",2,canada
584,0.2,"('bear', 'town')",2,canada
585,0.2,"('bear', 'forest')",2,canada
586,0.2,"('bear', 'viewpoint')",2,canada
596,0.2,"('bear', 'campground')",2,canada
597,0.2,"('rough', 'campground')",2,canada
598,0.2,"('campground', 'lakeshore')",2,canada
599,0.2,"('town', 'campground')",2,canada
611,0.2,"('resort', 'campground')",2,canada
612,0.2,"('resort', 'bear')",2,canada
613,0.2,"('resort', 'rough')",2,canada
614,0.2,"('resort', 'lakeshore')",2,canada
615,0.2,"('resort', 'town')",2,canada
642,0.2,"('town', 'shore')",2,canada
643,0.2,"('shop', 'shore')",2,canada
644,0.2,"('shop', 'town')",2,canada
646,0.2,"('forest', 'bird')",2,canada
647,0.2,"('viewpoint', 'bird')",2,canada
649,0.2,"('sea', 'swim')",2,canada
